STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
04LM001,Water Level,NA,2002,2023,22
04LM001,Instantantaneous Sediment,DI,1993,1997,4
04LM001,Flow,NA,1972,2023,52
