Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08GA071,21.0,,LogarithmicTable,Provisional/Provisoire,(1.913);
08GA071,20.01,Refinement of  incorrect lower and upper end estimate,LogarithmicTable,Final/Finales,(1.89);
08GA071,20.001,Refinement of curve 19.000. 20.000 had incorrect lower end estimate,LogarithmicTable,Final/Finales,(1.89);
08GA071,20.0,Refinement of curve 19.000,LogarithmicTable,Final/Finales,(1.89);
08GA071,19.0,,LogarithmicTable,Final/Finales,(5.15:1.85);(3.7);
08GA071,18.0,Coincident with #17 at 4.4m,LinearTable,Final/Finales,
08GA071,17.0,Refined bottom and shifted above 4.4m right of #16,LinearTable,Final/Finales,
08GA071,16.0,COINCIDENT WITH TABLE 15 AT AND ABOVE 4 m,LinearTable,Final/Finales,
08GA071,15.0,COINCIDENT WITH TABLE 14 AT AND ABOVE 7.1 m,LinearTable,Final/Finales,
08GA071,14.0,COINCIDENT WITH TABLE 13 AT AND ABOVE 5.100 m,LinearTable,Final/Finales,
08GA071,13.0,T#13 is coincident with T#12 at & abv GH=5.100m,LinearTable,Final/Finales,
08GA071,12.0,Ext. curve on June 22/04,LinearTable,Final/Finales,
08GA071,11.0,,LinearTable,Final/Finales,
08GA071,10.0,,LinearTable,Final/Finales,
