STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08NK002,Water Level,NA,2011,2023,13
08NK002,Flow,NA,1925,2023,57
08NK002,Sediment in mg/L,NA,1970,1977,8
08NK002,Daily Mean Tonnes,NA,1970,1977,8
