STATION_NUMBER,date,flow_cms,quality_symbol
08FC004,1987-04-01,,
08FC004,1987-05-01,0.5759999752044678,
08FC004,1987-06-01,0.3680000007152557,
08FC004,1987-07-01,0.15700000524520874,
08FC004,1987-08-01,0.19699999690055847,
08FC004,1987-09-01,,
08FC004,1987-11-01,,
08FC004,1988-04-01,,
08FC004,1988-05-01,0.3580000102519989,
08FC004,1988-06-01,0.3140000104904175,
08FC004,1988-07-01,0.22499999403953552,
08FC004,1988-08-01,0.10999999940395357,
08FC004,1988-09-01,0.13099999725818634,
08FC004,1988-10-01,0.17299999296665192,E
08FC004,1988-11-01,0.3109999895095825,
08FC004,1989-04-01,,
08FC004,1989-05-01,0.31700000166893005,
08FC004,1989-06-01,0.45399999618530273,
08FC004,1989-07-01,0.2540000081062317,
08FC004,1989-08-01,0.45399999618530273,
08FC004,1989-09-01,0.28299999237060547,
08FC004,1989-10-01,0.16099999845027924,
08FC004,1990-04-01,,
08FC004,1990-05-01,0.4740000069141388,
08FC004,1990-06-01,0.2759999930858612,
08FC004,1990-07-01,0.2070000022649765,
08FC004,1990-11-01,,
08FC004,1987-04-02,,
08FC004,1987-05-02,0.6370000243186951,
08FC004,1987-06-02,0.35199999809265137,
08FC004,1987-07-02,0.17399999499320984,
08FC004,1987-08-02,0.2419999986886978,
08FC004,1987-09-02,,
08FC004,1987-11-02,,
08FC004,1988-04-02,,
08FC004,1988-05-02,0.3659999966621399,
08FC004,1988-06-02,0.2919999957084656,
08FC004,1988-07-02,0.2160000056028366,
08FC004,1988-08-02,0.11599999666213988,
08FC004,1988-09-02,0.13099999725818634,
08FC004,1988-10-02,0.1720000058412552,E
08FC004,1988-11-02,0.3109999895095825,E
08FC004,1989-04-02,,
08FC004,1989-05-02,0.35100001096725464,
08FC004,1989-06-02,0.4110000133514404,
08FC004,1989-07-02,0.21299999952316284,
08FC004,1989-08-02,0.3680000007152557,
08FC004,1989-09-02,0.2540000081062317,
08FC004,1989-10-02,0.16099999845027924,
08FC004,1990-04-02,,
08FC004,1990-05-02,0.4740000069141388,
08FC004,1990-06-02,0.23399999737739563,
08FC004,1990-07-02,0.181999996304512,
08FC004,1990-11-02,,
08FC004,1987-04-03,,
08FC004,1987-05-03,0.7319999933242798,
08FC004,1987-06-03,0.32100000977516174,
08FC004,1987-07-03,0.16300000250339508,
08FC004,1987-08-03,0.4900000095367432,
08FC004,1987-09-03,,
08FC004,1987-11-03,,
08FC004,1988-04-03,,
08FC004,1988-05-03,0.3779999911785126,
08FC004,1988-06-03,0.2919999957084656,
