STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05DE009,Water Level,NA,2012,2023,12
05DE009,Flow,NA,1984,2023,40
