Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02KF017,9.00,Adjusted bottom end for 2018 control clear low water measurements,LogarithmicTable,Provisional/Provisoire,(1.42893:1.247);(2.233:1.209);(1.33);
02KF017,8.00,new curve due to culvert reconstruction,LogarithmicTable,Final/Finales,(1.60538:1.262);(2.233:1.209);(1.33);
02KF017,7.000,Use HWS to establish new curve - The period of applicability of curve 7.000 ended on 2017/04/07 due to a culvert failure immediately downstream of the gauge rendering this stage/discharge relationship invalid.,LogarithmicTable,Final/Finales,(1.4255:1.285);(1.33);
02KF017,6.000,Use HWS to establish new curve,LogarithmicTable,Final/Finales,(1.4255:1.285);(1.33);
02KF017,5.000,Shift to right below 2.2m. Top of culvert 4.122m.,LinearTable,Final/Finales,
02KF017,4.000,Estimated Q's above 3.825m. Top of culvert 4.122m.,LinearTable,Final/Finales,
02KF017,4.000-SC3,,LinearTable,Final/Finales,
02KF017,4.000-SC2,,LinearTable,Final/Finales,
02KF017,3.000,,LinearTable,Final/Finales,
02KF017,2.000,,LinearTable,Final/Finales,
02KF017,2.000-SC1,,LinearTable,Final/Finales,
02KF017,1.000,,LinearTable,Final/Finales,
