STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07FC003,Water Level,NA,2011,2024,14
07FC003,Flow,NA,1964,2024,61
