STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02CG003,Water Level,NA,2005,2024,20
02CG003,Flow,NA,1985,2024,34
