STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05BM014,Water Level,NA,2012,2023,12
05BM014,Instantantaneous Sediment,DI,1971,1977,3
05BM014,Flow,NA,1965,2023,59
05BM014,Sediment in mg/L,NA,1976,1977,2
05BM014,Daily Mean Tonnes,NA,1976,1977,2
