STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10RC001,Water Level,NA,2002,2023,20
10RC001,Instantantaneous Sediment,DI,1972,1972,1
10RC001,Flow,NA,1965,2023,57
