STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07FD009,2,1989,MAX. INST. DISCHARGE WAS DERIVED FROM HIGH WATER MARK,DEBIT MAX. INST. DERIVE D'APRES UNE LAISSE DE HAUTES EAUX.
07FD009,2,2003,MAX. INST. DISCHARGE FROM HIGH WATER MARK.,DEBIT MAX. INST. D'APRES UNE LAISSE DE HAUTES EAUX.
07FD009,2,2007,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, EQUIPMENT MALFUNCTION","DEBIT INSTANTANE MAXIMAL NON VALIDE, DEFAILLANCE DU MATERIEL"
07FD009,2,2008,"MAXIMUM INSTANTANEOUS DISCHARGE DETERMINED FROM HIGH WATER MARK, TIME AND DATE FROM RECORD",
07FD009,2,2009,2009 MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE EN RAISON DE CONDITIONS GLACIELLES
07FD009,2,2013,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07FD009,2,2014,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07FD009,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
07FD009,2,2017,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, EQUIPMENT MALFUNCTION",
07FD009,2,2018,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO EQUIPMENT MALFUNCTION,
07FD009,2,2022,"MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID, EQUIPMENT MALFUNCTION",
