STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05QE009,Water Level,NA,2009,2023,15
05QE009,Flow,NA,1960,2023,64
