STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05ND011,Water Level,NA,2011,2023,13
05ND011,Flow,NA,1992,2023,32
