Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02ZG001,20.00,REFINEMENT  OF CURVE #19 BASED ON 2020 MM RESULTS.,LogarithmicTable,Provisional/Provisoire,(0.64);
02ZG001,19.00.,REFINEMENT  OF CURVE #18 BASED ON 2017 MM RESULTS.,LogarithmicTable,Final/Finales,(1.00294:0.64);(0.705);
02ZG001,18.00,REFINEMENT  OF CURVE #17 BASED ON 2016 MM RESULTS. 2014 AND 2015 MM BELOW 1.101 WERE DROPPED FROM CURVE # 18 AS RHEY DID NOT LINE UP WITH 2016 RESULTS,LogarithmicTable,Final/Finales,(1.0135:0.64);(0.55);
02ZG001,17.00,REFINEMENT BASED ON 2015 MM RESULTS. WHOLE CURVE REFINED WITH 1975-05-01 HIGH MM AND 2014 LOW WATER MM'S DROPPED,LogarithmicTable,Final/Finales,(1.0135:0.44);(0.55);
02ZG001,16.000,"LOW WATER CURVE CHANGE BASED ON 2014 MEASURMENT RESULTS, slight refinement at all other stages",LogarithmicTable,Final/Finales,(0.9787:0.73);(1.2314:0.846);(0.93);
02ZG001,15.000,low water refinement based on 2012 measurement results,LogarithmicTable,Final/Finales,(0.951:0.844);(1.352:0.846);(1);
02ZG001,14.000,,LogarithmicTable,Final/Finales,(0.948:0.814);(1.352:0.846);(1);
02ZG001,13.000,HQFIT1.0,LinearTable,Final/Finales,
02ZG001,12.000,LOW WATER CHANGE,LinearTable,Final/Finales,
02ZG001,11.000,LOW WATER CHANGE,LinearTable,Final/Finales,
02ZG001,10.000,LOW WATER CHANGE,LinearTable,Final/Finales,
02ZG001,9.000,,LinearTable,Final/Finales,
02ZG001,8.000,,LinearTable,Final/Finales,
02ZG001,7.000,,LinearTable,Final/Finales,
02ZG001,6.000,,LinearTable,Final/Finales,
