STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
07EC002,2,2023,"WATER LEVEL NOT AVAILABLE 2023-06-12 TO 2023-10-24 DUE TO WILDFIRE DESTROYING STATION. DISCHARGE WAS ESTIMATED DURING THIS TIME.

MINIMUM INSTANTANOUS WATER LEVEL NOT VALID -   ICE CONDITIONS.",
07EC002,2,2024,MINIMUM INSTANTANEOUS DISCHARGE NOT VALID - ICE CONDITIONS,
