STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01BV006,Water Level,NA,2011,2023,13
01BV006,Flow,NA,1964,2023,60
