STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02HB029,Water Level,NA,2005,2024,20
02HB029,Flow,NA,2006,2024,19
