STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02MC028,Water Level,NA,2006,2024,19
02MC028,Flow,NA,1985,2024,33
