STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02HL003,Water Level,NA,2002,2024,23
02HL003,Flow,NA,1955,2024,70
