STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07UC001,Water Level,NA,2013,2024,12
07UC001,Instantantaneous Sediment,DI,1972,1972,1
07UC001,Flow,NA,1962,2024,41
07UC001,Sediment in mg/L,NA,1972,1974,3
07UC001,Daily Mean Tonnes,NA,1972,1974,3
