date,flow_cms,infill_flag
1965-05-01,12.199999809265137,observed
1965-05-02,13.0,observed
1965-05-03,13.300000190734863,observed
1965-05-04,11.199999809265137,observed
1965-05-05,8.979999542236328,observed
1965-05-06,6.909999847412109,observed
1965-05-07,6.510000228881836,observed
1965-05-08,6.400000095367432,observed
1965-05-09,6.199999809265137,observed
1965-05-10,5.489999771118164,observed
1965-05-11,5.070000171661377,observed
1965-05-12,4.329999923706055,observed
1965-05-13,3.7100000381469727,observed
1965-05-14,2.940000057220459,observed
1965-05-15,2.3499999046325684,observed
1965-05-16,5.179999828338623,observed
1965-05-17,4.960000038146973,observed
1965-05-18,4.53000020980835,observed
1965-05-19,3.940000057220459,observed
1965-05-20,3.140000104904175,observed
1965-05-21,2.3499999046325684,observed
1965-05-22,2.009999990463257,observed
1965-05-23,1.7799999713897705,observed
1965-05-24,1.5,observed
1965-05-25,1.4199999570846558,observed
1965-05-26,1.100000023841858,observed
1965-05-27,0.7929999828338623,observed
1965-05-28,0.5659999847412109,observed
1965-05-29,0.5659999847412109,observed
1965-05-30,0.8330000042915344,observed
1965-05-31,1.1699999570846558,observed
1965-06-01,1.1699999570846558,observed
1965-06-02,2.0799999237060547,observed
1965-06-03,3.569999933242798,observed
1965-06-04,2.150000095367432,observed
1965-06-05,1.2699999809265137,observed
1965-06-06,1.399999976158142,observed
1965-06-07,1.4500000476837158,observed
1965-06-08,0.6399999856948853,observed
1965-06-09,0.4110000133514404,observed
1965-06-10,0.2829999923706054,observed
1965-06-11,0.2269999980926513,observed
1965-06-12,0.209999993443489,observed
1965-06-13,0.2010000050067901,observed
1965-06-14,0.1500000059604644,observed
1965-06-15,0.1360000073909759,observed
1965-06-16,0.1299999952316284,observed
1965-06-17,0.1129999980330467,observed
1965-06-18,0.1019999980926513,observed
1965-06-19,0.0850000008940696,observed
1965-06-20,0.0850000008940696,observed
1965-06-21,0.1129999980330467,observed
1965-06-22,0.090999998152256,observed
1965-06-23,0.061999998986721,observed
1965-06-24,0.0399999991059303,observed
1965-06-25,0.061999998986721,observed
1965-06-26,0.0399999991059303,observed
1965-06-27,0.061999998986721,observed
1965-06-28,0.0740000009536743,observed
1965-06-29,0.0509999990463256,observed
1965-06-30,0.0399999991059303,observed
1965-07-01,0.0280000008642673,observed
1965-07-02,0.0280000008642673,observed
1965-07-03,0.0280000008642673,observed
1965-07-04,0.0280000008642673,observed
1965-07-05,0.025000000372529,observed
1965-07-06,0.0230000000447034,observed
1965-07-07,0.1129999980330467,observed
1965-07-08,0.2010000050067901,observed
1965-07-09,0.2269999980926513,observed
1965-07-10,0.2269999980926513,observed
1965-07-11,0.193000003695488,observed
1965-07-12,0.1669999957084655,observed
1965-07-13,0.1190000027418136,observed
1965-07-14,0.1190000027418136,observed
1965-07-15,0.125,observed
1965-07-16,0.125,observed
1965-07-17,0.125,observed
1965-07-18,0.125,observed
1965-07-19,0.125,observed
1965-07-20,0.1129999980330467,observed
1965-07-21,0.0850000008940696,observed
1965-07-22,0.0740000009536743,observed
1965-07-23,0.0570000000298023,observed
1965-07-24,0.0480000004172325,observed
1965-07-25,0.0370000004768371,observed
1965-07-26,0.0280000008642673,observed
1965-07-27,0.0280000008642673,observed
1965-07-28,0.0170000009238719,observed
1965-07-29,0.0080000003799796,observed
1965-07-30,0.0170000009238719,observed
1965-07-31,0.0140000004321336,observed
1965-08-01,0.0140000004321336,observed
1965-08-02,0.0080000003799796,observed
1965-08-03,0.0080000003799796,observed
1965-08-04,0.0109999999403953,observed
1965-08-05,0.0280000008642673,observed
1965-08-06,0.0309999994933605,observed
1965-08-07,0.0340000018477439,observed
1965-08-08,0.0340000018477439,observed
1965-08-09,0.0340000018477439,observed
1965-08-10,0.0340000018477439,observed
1965-08-11,0.0280000008642673,observed
1965-08-12,0.0140000004321336,observed
1965-08-13,0.0140000004321336,observed
1965-08-14,0.0140000004321336,observed
1965-08-15,0.0109999999403953,observed
1965-08-16,0.0109999999403953,observed
1965-08-17,0.0109999999403953,observed
1965-08-18,0.0109999999403953,observed
1965-08-19,0.0109999999403953,observed
1965-08-20,0.0109999999403953,observed
1965-08-21,0.0109999999403953,observed
1965-08-22,0.0109999999403953,observed
1965-08-23,0.0109999999403953,observed
1965-08-24,0.0080000003799796,observed
1965-08-25,0.0080000003799796,observed
1965-08-26,0.0109999999403953,observed
1965-08-27,0.0140000004321336,observed
1965-08-28,0.0140000004321336,observed
1965-08-29,0.0140000004321336,observed
1965-08-30,0.0109999999403953,observed
1965-08-31,0.0109999999403953,observed
1965-09-01,0.0080000003799796,observed
1965-09-02,0.0080000003799796,observed
1965-09-03,0.0080000003799796,observed
1965-09-04,0.0080000003799796,observed
1965-09-05,0.0080000003799796,observed
1965-09-06,0.0080000003799796,observed
1965-09-07,0.0109999999403953,observed
1965-09-08,0.0109999999403953,observed
1965-09-09,0.0109999999403953,observed
1965-09-10,0.0109999999403953,observed
1965-09-11,0.0109999999403953,observed
1965-09-12,0.0109999999403953,observed
1965-09-13,0.0109999999403953,observed
1965-09-14,0.0109999999403953,observed
1965-09-15,0.0109999999403953,observed
1965-09-16,0.0109999999403953,observed
1965-09-17,0.0109999999403953,observed
1965-09-18,0.0109999999403953,observed
1965-09-19,0.0109999999403953,observed
1965-09-20,0.0170000009238719,observed
1965-09-21,0.0170000009238719,observed
1965-09-22,0.0170000009238719,observed
1965-09-23,0.0140000004321336,observed
1965-09-24,0.0140000004321336,observed
1965-09-25,0.0140000004321336,observed
1965-09-26,0.0170000009238719,observed
1965-09-27,0.0170000009238719,observed
1965-09-28,0.0199999995529651,observed
1965-09-29,0.0230000000447034,observed
1965-09-30,0.061999998986721,observed
1965-10-01,0.096000000834465,observed
1965-10-02,0.096000000834465,observed
1965-10-03,0.1080000028014183,observed
1965-10-04,0.1080000028014183,observed
1965-10-05,0.1080000028014183,observed
1965-10-06,0.1019999980926513,observed
1965-10-07,0.1500000059604644,observed
1965-10-08,0.2179999947547913,observed
1965-10-09,0.2829999923706054,observed
1965-10-10,0.2549999952316284,observed
1965-10-11,0.2269999980926513,observed
1965-10-12,0.1840000003576278,observed
1965-10-13,0.1500000059604644,observed
1965-10-14,0.193000003695488,observed
1965-10-15,0.2179999947547913,observed
1965-10-16,0.2380000054836273,observed
1965-10-17,0.2610000073909759,observed
1965-10-18,0.2829999923706054,observed
1965-10-19,0.3400000035762787,observed
1965-10-20,0.5799999833106995,observed
1965-10-21,0.6399999856948853,observed
1965-10-22,0.871999979019165,observed
1965-10-23,0.6230000257492065,observed
1965-10-24,0.4959999918937683,observed
1965-10-25,0.3959999978542328,observed
1965-10-26,0.1299999952316284,observed
1965-10-27,0.0109999999403953,observed
1965-10-28,0.0309999994933605,observed
1965-10-29,0.1080000028014183,observed
1965-10-30,0.1840000003576278,observed
1965-10-31,0.2409999966621399,observed
1965-11-01,0.2939999997615814,observed
1965-11-02,0.3540000021457672,observed
1965-11-03,0.3540000021457672,observed
1965-11-04,0.2829999923706054,observed
1965-11-05,0.2939999997615814,observed
1965-11-06,0.2829999923706054,observed
1965-11-07,0.2829999923706054,observed
1965-11-08,0.1420000046491623,observed
1965-11-09,0.1840000003576278,observed
1965-11-10,0.1500000059604644,observed
1965-11-11,0.1500000059604644,observed
1965-11-12,0.1420000046491623,observed
1965-11-13,0.209999993443489,observed
1965-11-14,0.1589999943971634,observed
1965-11-15,0.096000000834465,observed
1965-11-16,0.125,observed
1965-11-17,0.1500000059604644,observed
1965-11-18,0.125,observed
1965-11-19,0.125,observed
1965-11-20,0.1500000059604644,observed
1965-11-21,0.1299999952316284,observed
1965-11-22,0.125,observed
1965-11-23,0.1159999966621398,observed
1965-11-24,0.1080000028014183,observed
1965-11-25,0.1019999980926513,observed
1965-11-26,0.096000000834465,observed
1965-11-27,0.090999998152256,observed
1965-11-28,0.0879999995231628,observed
1965-11-29,0.0850000008940696,observed
1965-11-30,0.0850000008940696,observed
