STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10FB005,Water Level,NA,2002,2023,22
10FB005,Flow,NA,1972,2023,52
