STATION_NUMBER,date,water_level_m,quality_symbol
08NH096,1946-04-01,,
08NH096,1946-05-01,14.015000343322754,
08NH096,1946-06-01,,
08NH096,1946-08-01,,
08NH096,1946-09-01,13.612000465393066,
08NH096,1946-10-01,,
08NH096,1946-11-01,,
08NH096,1946-12-01,13.95400047302246,
08NH096,1947-01-01,,
08NH096,1947-02-01,,
08NH096,1947-03-01,,
08NH096,1947-04-01,,
08NH096,1947-05-01,,
08NH096,1947-06-01,16.202999114990234,
08NH096,1947-07-01,,
08NH096,1947-08-01,,
08NH096,1947-09-01,,
08NH096,1947-10-01,13.947999954223633,
08NH096,1947-11-01,,
08NH096,1947-12-01,,
08NH096,1948-01-01,,
08NH096,1948-02-01,13.791999816894531,
08NH096,1948-03-01,,
08NH096,1948-04-01,,
08NH096,1948-05-01,,
08NH096,1949-05-01,,
08NH096,1949-06-01,16.25200080871582,
08NH096,1949-07-01,,
08NH096,1949-08-01,,
08NH096,1949-09-01,,
08NH096,1949-10-01,,
08NH096,1949-11-01,,
08NH096,1949-12-01,,
08NH096,1950-01-01,,
08NH096,1950-02-01,13.972000122070312,
08NH096,1950-03-01,13.640000343322754,
08NH096,1950-04-01,,
08NH096,1950-05-01,,
08NH096,1950-06-01,,
08NH096,1950-07-01,,
08NH096,1950-08-01,,
08NH096,1950-09-01,,
08NH096,1950-10-01,14.477999687194824,
08NH096,1950-11-01,,
08NH096,1950-12-01,,
08NH096,1946-04-02,,
08NH096,1946-05-02,,
08NH096,1946-06-02,17.124000549316406,
08NH096,1946-08-02,,
08NH096,1946-09-02,,
08NH096,1946-10-02,13.972000122070312,
08NH096,1946-11-02,,
08NH096,1946-12-02,,
08NH096,1947-01-02,,
08NH096,1947-02-02,13.852999687194824,
08NH096,1947-03-02,13.654999732971191,
08NH096,1947-04-02,13.685999870300291,
08NH096,1947-05-02,,
08NH096,1947-06-02,,
08NH096,1947-07-02,15.288999557495115,
08NH096,1947-08-02,,
08NH096,1947-09-02,,
08NH096,1947-10-02,,
08NH096,1947-11-02,14.008999824523926,
08NH096,1947-12-02,,
08NH096,1948-01-02,,
08NH096,1948-02-02,,
08NH096,1948-03-02,,
08NH096,1948-04-02,,
08NH096,1948-05-02,13.822999954223633,
08NH096,1949-05-02,,
08NH096,1949-06-02,,
08NH096,1949-07-02,,
08NH096,1949-08-02,,
08NH096,1949-09-02,,
08NH096,1949-10-02,14.538999557495115,
08NH096,1949-11-02,14.371000289916992,
08NH096,1949-12-02,,
08NH096,1950-01-02,14.484000205993652,
08NH096,1950-02-02,,
08NH096,1950-03-02,,
08NH096,1950-04-02,13.652000427246094,
08NH096,1950-05-02,,
08NH096,1950-06-02,,
08NH096,1950-07-02,17.531999588012695,
08NH096,1950-08-02,14.392999649047852,
08NH096,1950-09-02,,
08NH096,1950-10-02,,
08NH096,1950-11-02,14.489999771118164,
08NH096,1950-12-02,,
08NH096,1946-04-03,,
08NH096,1946-05-03,,
08NH096,1946-06-03,,
08NH096,1946-08-03,,
08NH096,1946-09-03,,
08NH096,1946-10-03,,
08NH096,1946-11-03,13.928999900817873,
08NH096,1946-12-03,,
08NH096,1947-01-03,,
08NH096,1947-02-03,,
08NH096,1947-03-03,,
08NH096,1947-04-03,,
08NH096,1947-05-03,,
08NH096,1947-06-03,,
08NH096,1947-07-03,,
08NH096,1947-08-03,13.92300033569336,
08NH096,1947-09-03,13.63700008392334,
08NH096,1947-10-03,,
08NH096,1947-11-03,,
08NH096,1947-12-03,13.947999954223633,
08NH096,1948-01-03,,
08NH096,1948-02-03,,
08NH096,1948-03-03,13.70400047302246,
08NH096,1948-04-03,,
08NH096,1948-05-03,,
08NH096,1949-05-03,,
08NH096,1949-06-03,,
08NH096,1949-07-03,14.222000122070312,
08NH096,1949-08-03,13.782999992370604,
08NH096,1949-09-03,,
08NH096,1949-10-03,,
08NH096,1949-11-03,,
08NH096,1949-12-03,14.460000038146973,
08NH096,1950-01-03,,
08NH096,1950-02-03,,
08NH096,1950-03-03,,
08NH096,1950-04-03,,
08NH096,1950-05-03,13.213000297546388,
08NH096,1950-06-03,,
08NH096,1950-07-03,,
08NH096,1950-08-03,,
08NH096,1950-09-03,,
08NH096,1950-10-03,,
08NH096,1950-11-03,,
08NH096,1950-12-03,14.487000465393066,
08NH096,1946-04-04,,
