STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02GG006,Water Level,NA,2002,2024,23
02GG006,Flow,NA,1966,2024,59
