Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
01DP004,40.0,New rating based 2021 & 2022 measurements,LogarithmicTable,Provisional/Provisoire,(0.568:0.326);(0.38);
01DP004,39.0,Low end adjustment adjustment after April 2018 event.,LogarithmicTable,Final/Finales,(0.6043:0.325);(0.325);
01DP004,38.01,Clone of 38.00 with low end extention.,LogarithmicTable,Final/Finales,(0.317);
01DP004,38.0,Refinement of curve 37.00 based on 2016 mmts.,LogarithmicTable,Final/Finales,(0.317);
01DP004,37.0,Curve change based on 2015 meaurements.,LogarithmicTable,Final/Finales,(0.307);
01DP004,36.0,New Curve based on low end change from 2014 MM.,LogarithmicTable,Final/Finales,(0.326);
01DP004,35.0,New Curve based on 2012 MM,LogarithmicTable,Final/Finales,(0.326);
01DP004,34.0,Change based on 2010 mm. .400-1.050m.,LinearTable,Final/Finales,
01DP004,33.0,Curve change between 0.400-1.200m.,LinearTable,Final/Finales,
01DP004,32.0,Low end change. 0.460-.800m.,LinearTable,Final/Finales,
01DP004,31.0,No Change to curve 31 based on 2007 MM.,LinearTable,Final/Finales,
01DP004,30.0,,LinearTable,Final/Finales,
01DP004,29.0,,LinearTable,Final/Finales,
01DP004,28.0,,LinearTable,Final/Finales,
01DP004,27.0,,LinearTable,Final/Finales,
01DP004,26.0,,LinearTable,Final/Finales,
01DP004,25.0,,LinearTable,Final/Finales,
01DP004,24.0,,LinearTable,Final/Finales,
01DP004,23.0,,LinearTable,Final/Finales,
01DP004,22.0,,LinearTable,Final/Finales,
01DP004,21.0,,LinearTable,Final/Finales,
