Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02ED101,14.00,New curve due to curve change in winter of 2020,LogarithmicTable,Provisional/Provisoire,(6.538);
02ED101,13.01,"extend rating 13 to capture additional stage at high end, continued estimatation due to high end crve uncertainty (need mmts to confrim.)",LogarithmicTable,Final/Finales,(8.1542:6.556);(6.555);
02ED101,13,"new rating post-June 23rd event; based on jul, aug and may 6 & 7 mmts; graded estimated above 45 cms (approx twice the magnitude of the may 6 mmt)",LogarithmicTable,Final/Finales,(8.1542:6.556);(6.555);
02ED101,12.001,same as 12 but extended down to 6.560,LogarithmicTable,Final/Finales,(8.0602:6.388);(6.388);
02ED101,12,same as 11 but extended upwards,LogarithmicTable,Final/Finales,(8.0602:6.388);(6.388);
02ED101,11,new one segment rating based on current mmts,LogarithmicTable,Final/Finales,(6.388);
02ED101,10,new HWS curve,LogarithmicTable,Final/Finales,(8.2186:6.39);(6.5);
02ED101,9.000,,LinearTable,Final/Finales,
02ED101,8.000-SC4,,LinearTable,Final/Finales,
02ED101,8.000,,LinearTable,Final/Finales,
02ED101,7.000,,LinearTable,Final/Finales,
02ED101,6.000,,LinearTable,Final/Finales,
02ED101,6.000-SC3,,LinearTable,Final/Finales,
02ED101,6.000-SC2,,LinearTable,Final/Finales,
02ED101,5.000-SC1,,LinearTable,Final/Finales,
02ED101,5.000,low end extended for 2003,LinearTable,Final/Finales,
02ED101,4.000,,LinearTable,Final/Finales,
02ED101,3.000,,LinearTable,Final/Finales,
02ED101,2.000,,LinearTable,Final/Finales,
02ED101,1.000,,LinearTable,Final/Finales,
