STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02KD002,Water Level,NA,2006,2024,19
02KD002,Flow,NA,1915,2024,98
