STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YR003,Water Level,NA,2011,2024,14
02YR003,Flow,NA,1981,2024,44
