Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02YK005,18.0,Curve # 18.00 is a Low to Medium water refinement of Rating 17.00. Curve 18.00 created based on 5 Open Water MMs taken in 2023,LogarithmicTable,Provisional/Provisoire,(1.59);
02YK005,17.0,"Curve # 17.00 a slight low water refinement based on Jul 24 and Sept 11, 2018 MM below GH 1.941",LogarithmicTable,Final/Finales,(1.59);
02YK005,16.0,Change to lower end of curve to accomodate 2017 measurements,LogarithmicTable,Final/Finales,(1.59);
02YK005,15.01,"Low Water Curve extension to cover range for 2016, no other change",LogarithmicTable,Final/Finales,(1.59);
02YK005,15.0,New curve developed in HWS using all measurements from curve no. 13 plus 2012 measurements LOW EXTENSION TO COVER 2013 DATA,LogarithmicTable,Final/Finales,(1.59);
02YK005,14.0,New curve developed in HWS using all measurements from curve no. 13 plus 2012 measurements,LogarithmicTable,Final/Finales,(1.59);
02YK005,13.0,Low curve change using 2010 mm only below 1.950,LinearTable,Final/Finales,
02YK005,12.0,LOW-MEDIUM WATER REFINEMENT BASED USING AL MM,LinearTable,Final/Finales,
02YK005,11.0,low water change using 2001-2005 mm  below g.h 2.1,LinearTable,Final/Finales,
02YK005,10.0,refinement below 1.83 based on latest MM,LinearTable,Final/Finales,
02YK005,9.0,,LinearTable,Final/Finales,
02YK005,8.0,,LinearTable,Final/Finales,
