STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02YK005,Water Level,NA,2011,2023,13
02YK005,Instantantaneous Sediment,DI,1992,1995,4
02YK005,Flow,NA,1972,2023,52
