STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
10ED007,Water Level,NA,2002,2024,23
10ED007,Flow,NA,1991,2024,34
