Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02AB022,10.0,"Adjusted lower end to better fit measuremenet, particularly low water measurements.  Extended low end and graded as Estimate for low water periods.",LogarithmicTable,Final/Finales,(5.895:5.501);(5.592);
02AB022,9.0,Adjusted curve to better fit measurements made since the high water in 2012.  Adjusted low end as well to half as much discharge as the lowest measurement.,LogarithmicTable,Final/Finales,(5.895:5.51);(5.592);
02AB022,8.0,,LogarithmicTable,Final/Finales,(5.895:5.51);(5.59);
02AB022,7.0,,LogarithmicTable,Final/Finales,(5.858:5.49);(5.5);
02AB022,6.0,,LogarithmicTable,Final/Finales,(5.5363:5.37);(5.422);
02AB022,5.0,,LinearTable,Final/Finales,
02AB022,4.0,,LinearTable,Final/Finales,
02AB022,3.0,,LinearTable,Final/Finales,
02AB022,2.0,,LinearTable,Final/Finales,
02AB022,1.0,,LinearTable,Final/Finales,
