STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05DF006,Water Level,NA,2012,2023,12
05DF006,Flow,NA,1969,2023,55
