Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
10BE007,60.0,,LogarithmicTable,Provisional/Provisoire,(1.5);
10BE007,59.0,Created new curve to fit 2017 mmnts.  Graded regions 2x abv highest mmnt and 50% blw lowest mmnts as estimates,LogarithmicTable,Final/Finales,(1.72);
10BE007,58.0,Created new curve to fit 2013 HWmmnt and fit mmnts from 2015. Graded region 2x abv highest mmnt and 50% blw lowest mmnts as estimates,LogarithmicTable,Final/Finales,(2.17:1.772);(1.725);
10BE007,57.0,"0-flow estimate at 1.77m, therefore extreme low-end maybe incorrect.",LogarithmicTable,Final/Finales,(1);
10BE007,56.0,no coincidence w curve 55,LogarithmicTable,Final/Finales,(1);
10BE007,55.0,intersects curve # 54 @~2.500m.,LinearTable,Final/Finales,
10BE007,54.0,intersects curve # 53 @~1.800m. shift corr 2 mmnt,LinearTable,Final/Finales,
10BE007,53.0,coincidence to table 52 at 3.3m,LinearTable,Final/Finales,
10BE007,52.0,,LinearTable,Final/Finales,
10BE007,51.0,,LinearTable,Final/Finales,
10BE007,50.0,,LinearTable,Final/Finales,
10BE007,49.0,,LinearTable,Final/Finales,
10BE007,48.0,,LinearTable,Final/Finales,
10BE007,47.0,,LinearTable,Final/Finales,
10BE007,46.0,,LinearTable,Final/Finales,
10BE007,45.0,,LinearTable,Final/Finales,
10BE007,44.0,,LinearTable,Final/Finales,
10BE007,43.0,,LinearTable,Final/Finales,
10BE007,42.0,,LinearTable,Final/Finales,
10BE007,41.0,,LinearTable,Final/Finales,
10BE007,40.0,,LinearTable,Final/Finales,
10BE007,39.0,,LinearTable,Final/Finales,
10BE007,38.0,,LinearTable,Final/Finales,
10BE007,37.0,,LinearTable,Final/Finales,
