REGIONAL_OFFICE_ID,REGIONAL_OFFICE_NAME_EN,REGIONAL_OFFICE_NAME_FR,table,STATUS_CODE,STATUS_EN,STATUS_FR,AGENCY_ID,AGENCY_EN,AGENCY_FR
3.0,CALGARY,,REGIONAL_OFFICE_LIST,,,,,,
,,,STN_STATUS_CODES,A,Active,En service,,,
,,,AGENCY_LIST,,,,10.0,ALBERTA ENVIRONMENTAL PROTECTION,PROTECTION DE L'ENVIRONNEMENT DE L'ALBERTA
