STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08KB001,Water Level,NA,2011,2024,14
08KB001,Flow,NA,1950,2024,75
