STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZJ001,2,2000,"THE ""E"" FOR DISCHARGES BELOW 0.041 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS DEBITS INFERIEURS A 0,041 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZJ001,2,2004,"THE ""E"" FOR DISCHARGES ABOVE 49.6 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 49,6 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZJ001,2,2006,THE E FOR DISCHARGE BELOW 0.126 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DES DEBITS INFERIEURS A 0,126 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02ZJ001,2,2010,"2010 THE ""E"" FOR DISCHARGE ABOVE 11.2 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 11,2 CM SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE"
02ZJ001,2,2011,"THE ""E"" FOR DISCHARGE ABOVE 11.2 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DES DEBITS SUPERIEURS A 11,2 CM SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE"
02ZJ001,2,2012,MAX. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,DEBIT INSTANTANE MAXIMAL NON VALIDE ? A EU LIEU PENDANT LES CONDITIONS DE REMOUS.
02ZJ001,2,2013,MAX. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02ZJ001,2,2018,"THE 'E' FOR DISCHARGES BETWEEN SEP 6 AND SEP 12 IS DUE TO RATING CURVE EXTENSION.

",
02ZJ001,2,2019,"-	THE ?E? FOR DISCHARGES ON AUG 21, AUG 22 AND BETWEEN AUG 25 AND SEP 03 2019 IS DUE TO RATING CURVE EXTENSION",
02ZJ001,2,2021,"THE 'E' FOR DISCHARGES IN APR, JUL AND AUG IS DUE TO RATING CURVE EXTENSION.",
