STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02ZK004,Water Level,NA,2011,2023,13
02ZK004,Flow,NA,1983,2023,41
