STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZK004,2,2000,"THE ""E"" FOR DISCHARGES ABOVE 64.6 IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 64,6 INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZK004,2,2004,"THE ""E"" FOR DISCHARGES ABOVE 128 M3/S IS DUE TO CURVE EXTENSION.",LE < E > POUR LES DEBITS SUPERIEURS A 128 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE.
02ZK004,2,2009,"2009 THE ""E"" FOR DISCHARGES BELOW 0.290 CMS IS DUE TO CURVE EXTENSION.","LES ESTIMATIONS DE DEBIT INFERIEURES A 0,290 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE."
02ZK004,2,2010,"2010 THE ""E"" FOR DISCHARGE ABOVE 128 CMS IS DUE TO CURVE EXTENSION",LES ESTIMATIONS DE DEBIT SUPERIEURES A 128 CMS SONT ATTRIBUABLES AU PROLONGEMENT DE LA COURBE.
02ZK004,2,2012,"THE ""E"" FOR DISCHARGES ABOVE 128 CMS IS DUE TO CURVE EXTENSION.",
02ZK004,2,2013,MAX. INST. & DAILY WATER LEVELS NOT VALID- OCCURRED DURING BACKWATER CONDITIONS & SENSOR PROBLEMS,
02ZK004,2,2014,MAX. INST. WATER LEVEL NOT VALID- OCCURRED DURING SLUSH CONDITIONS,
02ZK004,2,2020,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS,
02ZK004,2,2022,WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE AFTER JUNE 1 AND ALL INST. AND DAILY MAX/MINS ARE NOT VALID AS STATION WAS DISCONTINUED FOR THE REMAINDER OF 2022.,
02ZK004,2,2023,"WATER LEVEL AND DISCHARGE DATA NOT AVAILABLE JAN 1 - APR 12 - STATION REACTIVATED APR 13, 2023 AFTER BEING DISCONTINUED JUN 2, 2022.
PEAKS AND EXTREMES FOR 2023 ARE NOT VALID - PARTIAL YEAR.
THE 'E' FOR DISCHARGES ON AUG 5 AND AUG 6 IS DUE TO RATING CURVE EXTENSION.
",
