STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
02ZK002,2,2000,"THE ""E"" FOR DISCHARGES ABOVE 56.0 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 56,0 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZK002,2,2004,"THE ""E"" FOR DISCHARGES ABOVE 56.0 M3/S IS DUE TO CURVE EXTENSION.","LE < E > POUR LES DEBITS SUPERIEURS A 56,0 M3/S INDIQUE UN PROLONGEMENT DE LA COURBE."
02ZK002,2,2006,THE E FOR DISCHARGE BELOW 0.908 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DES DEBITS INFERIEURS A 0,908 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02ZK002,2,2007,THE E FOR DISCHARGE BELOW 0.908 CMS AND ABOVE 56.0 CMS IS DUE TO CURVE EXTENSION.,"LES ESTIMATIONS DES DEBITS INFERIEURS A 0,908 CM ET SUPERIEURS A 56 CM SONT DUES AU PROLONGEMENT DE LA COURBE"
02ZK002,2,2009,2009 THE E FOR DISCHARGE ABOVE 56.0 CMS IS DUE TO CURVE EXTENSION.,"L'ESTIMATION DE DEBIT DE PLUS DE 56,0 CMS EST ATTRIBUABLE AU PROLONGEMENT DE LA COURBE."
02ZK002,2,2010,2010 THE E FOR DISCHARGE ABOVE 56.0 CMS IS DUE TO CURVE EXTENSION.,"L'ESTIMATION DE DEBIT DE PLUS DE 56,0 CMS EST ATTRIBUABLE AU PROLONGEMENT DE LA COURBE."
02ZK002,2,2015,MIN. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02ZK002,2,2016,MAX. INST. DISCHARGE NOT VALID- OCCURRED DURING BACKWATER CONDITIONS.,
02ZK002,2,2020,THE 'E' FOR DISCHARGE ON SEP 19 IS DUE TO RATING CURVE EXTENSION.,
02ZK002,2,2022,THE 'E' FOR DISCHARGES ON JAN 30 AND FEB 5 IS DUE TO RATING CURVE EXTENSION.,
