Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
02ZK002,26.00,Curve # 26.00 is a clone of Curve # 25.00 above Gauge Height 1.540 Meters based on 2021 open water measurements. The rating is a change / refinement below 1.540M using only 2021 measurements below 1.485 meters. The start date of Curve #26.00 is Mar 20 2021 during high water.,LogarithmicTable,Provisional/Provisoire,(0.842);
02ZK002,25.00.,Curve # 25 created based on 2019 measurements.  This is a slight refinement of previous curve #24.00 in the medium to low water ends.,LogarithmicTable,Final/Finales,(0.842);
02ZK002,24.00,Curve # 24 developed using 2014 MM's as well as 2004 High water MM. A refinement was required at High water. Curve # 24 valid from High water Jan 12 2014,LogarithmicTable,Final/Finales,(1.6831:0.842);(0.6);
02ZK002,23.000,,LogarithmicTable,Final/Finales,(0.84);
02ZK002,22.000,,LinearTable,Final/Finales,
02ZK002,21.000,,LinearTable,Final/Finales,
02ZK002,20.000,HQFIT1.0 Low water change,LinearTable,Final/Finales,
02ZK002,19.000,HQFIT1.0,LinearTable,Final/Finales,
02ZK002,18.000,Hqfit ..low water control changee,LinearTable,Final/Finales,
02ZK002,17.000,HQFIT1.0,LinearTable,Final/Finales,
02ZK002,16.000,,LinearTable,Final/Finales,
02ZK002,15.000,,LinearTable,Final/Finales,
02ZK002,14.000,LOW WATER CHANGE,LinearTable,Final/Finales,
02ZK002,12.100,CURVE REVERTED TO CURVE# 12 BASED ON 2001 M/M's,LinearTable,Final/Finales,
02ZK002,13.000,,LinearTable,Final/Finales,
02ZK002,12.000,,LinearTable,Final/Finales,
02ZK002,11.000,,LinearTable,Final/Finales,
02ZK002,10.000,,LinearTable,Final/Finales,
