REGIONAL_OFFICE_ID,REGIONAL_OFFICE_NAME_EN,REGIONAL_OFFICE_NAME_FR,table,STATUS_CODE,STATUS_EN,STATUS_FR,AGENCY_ID,AGENCY_EN,AGENCY_FR
2.0,VANCOUVER,,REGIONAL_OFFICE_LIST,,,,,,
,,,STN_STATUS_CODES,A,Active,En service,,,
,,,AGENCY_LIST,,,,55.0,B.C. MINISTRY OF ENVIRONMENT,MINISTERE DE L'ENVIRONNEMENT DE LA COLOMBIE-BRITAN
