STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08MH155,Water Level,NA,2011,2023,13
08MH155,Flow,NA,1985,2023,39
