STATION_NUMBER,REMARK_TYPE_CODE,YEAR,REMARK_EN,REMARK_FR
05CC013,2,2009,2009 MAXIMUM INST WL WAS DETERMINED BY SURVEYED HIGH WATER MARK - TIME UNKNOWN.,NIVEAU D'EAU INSTANTANE MAXIMAL DETERMINE SELON UN RELEVE DE LA LAISSE DES HAUTES EAUX ? HEURE INCONNUE
05CC013,2,2015,MAXIMUM INSTANTANEOUS DISCHARGE NOT VALID DUE TO ICE CONDITIONS,
05CC013,2,2019,MAXIMUM INSTANTANEOUS WATER LEVEL NOT VALID DUE TO ICE CONDITIONS,
05CC013,2,2021,MAXIMUM INSTANTANEOUS WATER LEVEL NOT VALID DUE TO ICE CONDITIONS,
05CC013,2,2022,MAXIMUM INSTANTANEOUS WATER LEVEL NOT VALID DUE TO ICE CONDITIONS,
