STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
07BA001,Water Level,NA,1994,2024,31
07BA001,Flow,NA,1956,2024,50
