STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02HD009,Water Level,NA,1998,2023,26
02HD009,Instantantaneous Sediment,DI,1990,2002,7
02HD009,Flow,NA,1965,2023,56
