STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05RB003,Water Level,NA,2002,2023,22
05RB003,Flow,NA,1976,2023,48
