Watershed_ID,Source,Name,Official_ID,Centroid_Lat_deg_N,Centroid_Lon_deg_E,Drainage_Area_km2,Drainage_Area_GSIM_km2,Flag_GSIM_boundaries,Flag_Artificial_Boundaries,Elevation_m,Slope_deg,Gravelius,Perimeter,Flag_Shape_Extraction,Aspect_deg,Flag_Terrain_Extraction,Land_Use_Forest_frac,Land_Use_Grass_frac,Land_Use_Wetland_frac,Land_Use_Water_frac,Land_Use_Urban_frac,Land_Use_Shrubs_frac,Land_Use_Crops_frac,Land_Use_Snow_Ice_frac,Flag_Land_Use_Extraction,Permeability_logk_m2,Porosity_frac,Flag_Subsoil_Extraction,Reference,revision_date
1142,HYDAT,WIMMER BROOK NEAR WIMMER,05MA019,52.05611,-104.3958,152.0,148.7006,1,0,556.3,0.2497,2.6941,91.099,1,139.2457,1,0.0131,0.0001,0.0135,0.0566,0.0317,0.0023,0.8828,0.0,1,-16.3439999771118,0.128399997353554,1,"(Arsenault et al., 2020)",2022-04-26
