Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
05NG010,20.000,Approved for 2011 - Beaver dam activity affects reliability at ~ 365.2 m - CJK,LogarithmicTable,Provisional/Provisoire,(366.569:364.25);(364.7);
05NG010,19.120,Extended 19.11 to zero flow,LinearTable,Final/Finales,
05NG010,19.120-SC3,,LinearTable,Final/Finales,
05NG010,19.110,,LinearTable,Final/Finales,
05NG010,19.100,Extened lower end below 365.000 due to scour.,LinearTable,Final/Finales,
05NG010,19.000,Entire curve shifted to the right.,LinearTable,Final/Finales,
05NG010,17.060,Lower end of Curve #17.05 revised below 365.709 m.,LinearTable,Final/Finales,
05NG010,17.050,GSC conversion of table 17 .,LinearTable,Final/Finales,
05NG010,17.000,,LinearTable,Final/Finales,
05NG010,18.000,,LinearTable,Final/Finales,
