STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01EJ001,Water Level,NA,2011,2022,12
01EJ001,Instantantaneous Sediment,DI,1988,1994,7
01EJ001,Flow,NA,1916,2022,54
01EJ001,Sediment in mg/L,NA,1992,1993,2
01EJ001,Daily Mean Tonnes,NA,1992,1993,2
