date,hyd_year,prcp_mm_day,flow_mm_day,cumulative_precip_mm,cumulative_flow_mm,runoff_coefficient,infill_flag
1980-10-01,1980,0.0,0.49371429994304655,0.0,0.49371429994304655,,observed
1980-10-02,1980,0.0,0.49371429994304655,0.0,0.9874285998860931,,observed
1980-10-03,1980,0.0,0.47336891809101195,0.0,1.460797517977105,,observed
1980-10-04,1980,0.0,0.4326781867250356,0.0,1.8934757047021407,,observed
1980-10-05,1980,0.0,0.4028383084331614,0.0,2.296314013135302,,observed
1980-10-06,1980,0.0,0.4028383084331614,0.0,2.699152321568463,,observed
1980-10-07,1980,0.0,0.4028383084331614,0.0,3.1019906300016244,,observed
1980-10-08,1980,7.505538,0.4028383084331614,7.505538,3.5048289384347857,0.4669657184627635,observed
1980-10-09,1980,0.0,0.45302353623897723,7.505538,3.957852474673763,0.527324287966829,observed
1980-10-10,1980,0.0,0.42318365794710316,7.505538,4.381036132620866,0.5837071426927491,observed
1980-10-11,1980,0.0,0.4028383084331614,7.505538,4.783874441054028,0.637379285734864,observed
1980-10-12,1980,0.0,0.4028383084331614,7.505538,5.18671274948719,0.691051428776979,observed
1980-10-13,1980,1.6596948,0.3947001686275848,9.165233,5.581412918114775,0.608976675895702,observed
1980-10-14,1980,3.2997096,0.3947001686275848,12.464942,5.97611308674236,0.4794336866607125,observed
1980-10-15,1980,0.0,0.3947001686275848,12.464942,6.370813255369945,0.5110985086317908,observed
1980-10-16,1980,1.0172675,0.3947001686275848,13.482209,6.76551342399753,0.5018104467013923,observed
1980-10-17,1980,0.0,0.38520563984965234,13.482209,7.150719063847182,0.5303818502432442,observed
1980-10-18,1980,0.0,0.38520563984965234,13.482209,7.535924703696835,0.5589532537850961,observed
1980-10-19,1980,0.0,0.3757111434098129,13.482209,7.9116358471066475,0.5868204332420794,observed
1980-10-20,1980,4.5232267,0.3757111434098129,18.005436,8.287346990516461,0.46026916629366954,observed
