STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02FE010,Water Level,NA,2002,2023,22
02FE010,Flow,NA,1967,2020,32
