STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02HB022,Water Level,NA,2002,2024,23
02HB022,Instantantaneous Sediment,DI,1993,2000,6
02HB022,Flow,NA,1989,2024,36
