STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
04MF001,Water Level,NA,2002,2024,23
04MF001,Instantantaneous Sediment,DI,1983,1997,7
04MF001,Flow,NA,1966,2024,59
04MF001,Sediment in mg/L,NA,1983,1983,1
04MF001,Daily Mean Tonnes,NA,1983,1983,1
