STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
05MG003,Water Level,NA,2002,2024,23
05MG003,Flow,NA,1959,2024,61
