STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
08KC001,Water Level,NA,2011,2023,13
08KC001,Flow,NA,1953,2023,71
