STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
09BA001,Water Level,NA,2011,2024,14
09BA001,Flow,NA,1960,2024,65
