Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
09BA001,21.00,,LogarithmicTable,Provisional/Provisoire,(10.4:8.7);(9.3);
09BA001,20.0,,LogarithmicTable,Final/Finales,(9.78:9);(9.3);
09BA001,19.0,,LogarithmicTable,Final/Finales,(9.3);
09BA001,18.000,APPROVED Coincides with#17 <9.26m & >10.1m,LinearTable,Provisional/Provisoire,
09BA001,17.000,Coincides with#16 <9.71m & >10.9m,LinearTable,Final/Finales,
09BA001,16.000,Coincides with #15 > 9.46m.  0-flow from Sep 16/04,LinearTable,Final/Finales,
09BA001,16.000-SC1,,LinearTable,Final/Finales,
09BA001,15.000,,LinearTable,Final/Finales,
09BA001,14.000,,LinearTable,Final/Finales,
09BA001,13.000,,LinearTable,Final/Finales,
09BA001,12.000,,LinearTable,Final/Finales,
09BA001,11.000,,LinearTable,Final/Finales,
