Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
07AG008,16.00,New rating curve following channel modification and new pool for sensor (lower). Measurements are plotting below 15.00 curve for 2021-2022.,LogarithmicTable,Provisional/Provisoire,(0.96:0.01);(0.09);
07AG008,15.00,New rating curve to reflect orifice being relocated to an upstream gauge pool in August 2018.,LogarithmicTable,Final/Finales,(1.12:0.24);(0.3);
07AG008,14.00,,LogarithmicTable,Final/Finales,(0.66:0.036);(-0.1);
07AG008,13.000,Same as curve No. 12 below 1.526m,LinearTable,Final/Finales,
07AG008,12.000,,LinearTable,Final/Finales,
07AG008,11.000,Extended from 1.9m to 2.05m,LinearTable,Final/Finales,
07AG008,11.000-SC2,,LinearTable,Final/Finales,
07AG008,10.000,Same as Curve 7 below 0.80 and Curve 9 above 1.48,LinearTable,Final/Finales,
07AG008,9.000,,LinearTable,Final/Finales,
07AG008,7.001,,LinearTable,Final/Finales,
07AG008,8.000,,LinearTable,Final/Finales,
07AG008,7.000,,LinearTable,Final/Finales,
07AG008,6.000,,LinearTable,Final/Finales,
