STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
02EA018,Water Level,NA,2002,2024,23
02EA018,Flow,NA,2002,2024,23
