Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
08AC002,22.0,See 08AC002_20220101_22.0_RMD in sharepoint 08AC002_2022 for details on curve development,LogarithmicTable,Provisional/Provisoire,(5:3.8);(3.8);
08AC002,21.0,,LogarithmicTable,Final/Finales,(5:3.8);(4.4);
08AC002,20.0,"Trying to better define curve at site, assuming gravel bar directly across from gauge on RL is the break point for the curve. Break point identified by looking at TL images from site and historic gauge visit photos.",LogarithmicTable,Final/Finales,(5.0113:3.7);(4.15);
08AC002,19.0,"Required to reduce complexity from previous Curve 18.2, and to reflect most recent ADCP results.",LogarithmicTable,Final/Finales,(4.105);
08AC002,18.2,,LogarithmicTable,Final/Finales,(4.7:3.6);(4.25);
08AC002,18.1,,LogarithmicTable,Final/Finales,(4.25);
08AC002,18.0,,LogarithmicTable,Final/Finales,(4.775:4.45);(4.6);
08AC002,17.1,"APPROVED, grounded bush fills after June 3 2010",LinearTable,Final/Finales,
08AC002,17.0,,LinearTable,Final/Finales,
08AC002,16.0,"mid-rvr fill, lt sft abv 2.8 m, rt sft blw",LinearTable,Final/Finales,
08AC002,15.1,coincident with table 15 below 4.6 & above 5.4 m,LinearTable,Final/Finales,
08AC002,15.0,New high water mmnts,LinearTable,Final/Finales,
08AC002,14.0,shifted 0.000 m to 0.030 m left of table #13,LinearTable,Final/Finales,
08AC002,13.0,calc zero flow 4.000 coincides with #12 abv ~5.550,LinearTable,Final/Finales,
08AC002,12.0,"calc zero flow 3.800, coincides with #9 abv ~5.750",LinearTable,Final/Finales,
08AC002,11.02,,LinearTable,Final/Finales,
08AC002,11.01,,LinearTable,Final/Finales,
08AC002,11.0,Coincides with #10 @ 6.0 and up,LinearTable,Final/Finales,
08AC002,10.0,Coincides with #11 @ 6.0 and up,LinearTable,Final/Finales,
08AC002,9.1,,LinearTable,Final/Finales,
08AC002,9.0,,LinearTable,Final/Finales,
08AC002,8.0,,LinearTable,Final/Finales,
08AC002,7.0,,LinearTable,Final/Finales,
08AC002,6.0,,LinearTable,Final/Finales,
08AC002,5.0,,LinearTable,Final/Finales,
08AC002,4.0,,LinearTable,Final/Finales,
