STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
09FD002,Water Level,NA,2011,2023,13
09FD002,Flow,NA,1987,2023,37
