STATION_NUMBER,DATA_TYPE,SED_DATA_TYPE,YEAR_FROM,YEAR_TO,RECORD_LENGTH
01DG003,Water Level,NA,2011,2024,14
01DG003,Flow,NA,1921,2024,104
