Station ID/Identification de la station,Curve Number/Numéro de courbe,Remarks/Remarques,Type/Catégorie,Approval/Approbation,Offset/Décalage
01DG003,30.0,REFINEMENT OF R29.00 BASED ON 2019/2020 MM : Low end curve remains developed based on 2016 low mmt. MID and Upper end refinements based on 2018/2019/2020 discharge mm,LogarithmicTable,Provisional/Provisoire,(0.3509:0.081);(0.88239:0.13);(0.248);
01DG003,29.0,Low end curve re developed based on 2016 low mmt.,LogarithmicTable,Final/Finales,(0.2874:0.076);(0.156);
01DG003,28.0,Low end curve re developed based on 2016 low mmt.,LogarithmicTable,Final/Finales,(0.18082:0.113);(0.162);
01DG003,27.0,Curve change at mid to high range based on 2013 MM.,LogarithmicTable,Final/Finales,(0.138);
01DG003,26.0,Curve change at mid to high range based on 2013 MM.,LogarithmicTable,Final/Finales,(0.3746:0.034);(0.06);
01DG003,25.0,RTD Procedures,LogarithmicTable,Final/Finales,(0.3958:0.034);(0.05);
01DG003,24.0,#24 same as #23 at and above.550m,LinearTable,Final/Finales,
01DG003,23.0,Low end curve refinement 0.22 - 0.42,LinearTable,Final/Finales,
01DG003,22.0,Low end refinement between 0.22 - 0.45,LinearTable,Final/Finales,
01DG003,21.0,Low end refinement between .250-.500M,LinearTable,Final/Finales,
01DG003,20.0,,LinearTable,Final/Finales,
01DG003,19.0,MINOR BELOW HG .700 AFTER SPRING HIGH WATER,LinearTable,Final/Finales,
01DG003,18.0,,LinearTable,Final/Finales,
01DG003,17.0,,LinearTable,Final/Finales,
01DG003,16.0,,LinearTable,Final/Finales,
01DG003,15.0,,LinearTable,Final/Finales,
01DG003,14.0,,LinearTable,Final/Finales,
01DG003,13.0,,LinearTable,Final/Finales,
